task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE158	Qwen3-32B	post	5	7	NQ	Qwen3		32.8	123	open	43	0	0	0	0.0790697674418605	0.250040559176104	0.013953488372093	0.044124804560489	0.00697674418604651	0.0220624022802445	0	0	0.9	0.316227766016838	0.0930232558139535	0.294165363736593	0.906976744186046	0.294165363736593	0	0	0.0928571428571429	1	0.1	0.1	9	9
HE16	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	16	0.4	4	0.4	0.25	0.322748612183951	0.15	0.193649167310371	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE160	Qwen3-32B	pre	8	4	Q	Qwen3		32.8	123	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	Qwen3-32B	post	8	8	NQ	Qwen3		32.8	123	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE161	Qwen3-32B	post	5	6	QQ	Qwen3		32.8	123	open	13	0.2	2	0.2	0.253846153846154	0.31204190618618	0.123076923076923	0.1669622625241	0	0	0	0	0.623076923076923	0.473422499032736	0.376923076923077	0.473422499032736	0.623076923076923	0.473422499032736	2	0.2	0.39	10	1		8	5
HE20	Qwen3-32B	pre	5	2	S	Qwen3		32.8	123	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE20	Qwen3-32B	post	5	3	QQ	Qwen3		32.8	123	open	28	0.2	2	0.2	0.235714285714286	0.380654645556406	0.0535714285714286	0.0862581949177943	0	0	0.0107142857142857	0.0338815463589469	0.7	0.483045891539648	0.289285714285714	0.466706145074543	0.710714285714286	0.466706145074543	2	0.2	0.272727272727273	3	0.3	0.3	7	7
HE21	Qwen3-32B	post	6	6	NQ	Qwen3		32.8	123	open	59	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE24	Qwen3-32B	pre	3	1	S	Qwen3		32.8	123	open	31	0	0	0	0.241935483870968	0.389553138338426	0.0387096774193548	0.0623285021341481	0.0193548387096774	0.0311642510670741	0	0	0.7	0.483045891539648	0.280645161290323	0.451881640472574	0.719354838709677	0.451881640472574	0	0	0.2625	0	0	0.28695652173913	7	7
HE24	Qwen3-32B	post	3	2	Q	Qwen3		32.8	123	open	35	0.7	7	0.7	0.58	0.400238024418565	0.12	0.0828078671210825	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3
HE30	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	14	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	10	1		9	9
HE37	Qwen3-32B	post	3	2	S	Qwen3		32.8	123	open	43	0.4	4	0.4	0.430232558139535	0.453504935760581	0.0697674418604651	0.0666846919925785	0.00465116279069767	0.0147082681868297	0	0	0.495348837209302	0.522327629246724	0.5	0.51761240402954	0.5	0.51761240402954	4	0.4	0.508333333333333	5	0.5	0.5	5	4
HE42	Qwen3-32B	post	8	10	NQ	Qwen3		32.8	123	open	81	0	0	0	0	0	0.00740740740740741	0.0234242789642102	0	0	0.0925925925925926	0.292803487052628	0.9	0.316227766016838	0.00740740740740741	0.0234242789642102	0.992592592592593	0.0234242789642102	0	0	0.0153846153846154	0	0	0	9	9
HE43	Qwen3-32B	post	8	8	QQ	Qwen3		32.8	123	open	28	0.1	1	0.1	0.307142857142857	0.330000343571593	0.107142857142857	0.112938487863156	0	0	0.0857142857142857	0.110656667034498	0.5	0.52704627669473	0.414285714285714	0.441344061361277	0.585714285714286	0.441344061361277	1	0.1	0.45	1	0.1	0.388888888888889	5	5
HE45	Qwen3-32B	pre	1	2	S	Qwen3		32.8	123	open	10	0.1	1	0.1	0.05	0.158113883008419	0.05	0.158113883008419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE45	Qwen3-32B	post	1	1	S	Qwen3		32.8	123	open	10	0.5	5	0.5	0.3	0.316227766016838	0.2	0.210818510677892	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
HE50	Qwen3-32B	post	2	3	NQ	Qwen3		32.8	123	open	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE57	Qwen3-32B	post	3	3	S	Qwen3		32.8	123	open	17	0	0	0	0.294117647058824	0.310027221585135	0.176470588235294	0.186016332951081	0	0	0	0	0.529411764705882	0.496043554536216	0.470588235294118	0.496043554536216	0.529411764705882	0.496043554536216	5	0.5	0.5	0	0	0.333333333333333	10	5
HE60	Qwen3-32B	pre	2	1	S	Qwen3		32.8	123	open	7	0.3	3	0.3	0.128571428571429	0.207019667802706	0.171428571428571	0.276026223736942	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE60	Qwen3-32B	post	2	1	Q	Qwen3		32.8	123	open	10	0	0	0	0.25	0.263523138347365	0.2	0.210818510677892	0	0	0.05	0.052704627669473	0.5	0.52704627669473	0.45	0.474341649025257	0.55	0.474341649025257	0	0	0.4375	10	1		5	5
HE65	Qwen3-32B	pre	3	2	S	Qwen3		32.8	123	open	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE65	Qwen3-32B	post	3	2	NQ	Qwen3		32.8	123	open	24	0.2	2	0.2	0.133333333333333	0.281091347570523	0.0666666666666667	0.140545673785261	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE71	Qwen3-32B	post	5	5	QQ	Qwen3		32.8	123	open	18	0.1	1	0.1	0.233333333333333	0.301800722777235	0.111111111111111	0.143443827637312	0	0	0	0	0.655555555555556	0.441191801557233	0.344444444444444	0.441191801557233	0.655555555555556	0.441191801557233	3	0.3	0.4	2	0.2	0.2	9	5
HE73	Qwen3-32B	post	5	4	NQ	Qwen3		32.8	123	open	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE74	Qwen3-32B	pre	5	4	Q	Qwen3		32.8	123	open	9	0.1	1	0.1	0.0444444444444444	0.140545673785261	0.0555555555555556	0.175682092231577	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE74	Qwen3-32B	post	5	4	Q	Qwen3		32.8	123	open	16	0.1	1	0.1	0.0625	0.197642353760524	0.075	0.158113883008419	0	0	0.0625	0.197642353760524	0.8	0.421637021355784	0.1375	0.325160216918778	0.8625	0.325160216918778	1	0.1	0.123076923076923	10	1		8	8
HE80	Qwen3-32B	pre	6	2	Q	Qwen3		32.8	123	open	10	0	0	0	0.02	0.0632455532033676	0.01	0.0316227766016838	0.09	0.191195071996	0.09	0.172884033065199	0.79	0.417532433869913	0.03	0.0674948557710553	0.97	0.0674948557710553	0	0	0.025	0	0	0.05	8	7
HE80	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	16	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	10	1		7	7
HE84	Qwen3-32B	pre	2	1	S	Qwen3		32.8	123	open	8	0.1	1	0.1	0.1125	0.238993839995	0.075	0.158113883008419	0	0	0.0125	0.0395284707521047	0.8	0.421637021355784	0.1875	0.396381199800843	0.8125	0.396381199800843	1	0.1	0.185714285714286	2	0.2	0.2	8	8
HE84	Qwen3-32B	post	2	5	NQ	Qwen3		32.8	123	open	13	0.6	6	0.6	0.415384615384615	0.357506155034531	0.184615384615385	0.158891624459791	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4
HE86	Qwen3-32B	post	4	2	NQ	Qwen3		32.8	123	open	15	0.1	1	0.1	0.08	0.179986282056147	0.0733333333333333	0.16162752485305	0.02	0.0632455532033676	0.0266666666666667	0.0843274042711568	0.8	0.421637021355784	0.153333333333333	0.34145657497344	0.846666666666667	0.34145657497344	1	0.1	0.145454545454545	10	1		8	8
HE90	Qwen3-32B	pre	3	1	S	Qwen3		32.8	123	open	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE90	Qwen3-32B	post	3	1	S	Qwen3		32.8	123	open	42	0.3	3	0.3	0.242857142857143	0.391037150294001	0.0571428571428571	0.0920087412456472	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE99	Qwen3-32B	pre	7	2	S	Qwen3		32.8	123	open	15	0	0	0	0.0466666666666667	0.147572957474524	0.00666666666666667	0.0210818510677892	0	0	0	0	0.946666666666667	0.168654808542314	0.0533333333333333	0.168654808542314	0.946666666666667	0.168654808542314	0	0	0.04	0	0	0.08	10	9
HE99	Qwen3-32B	post	7	3	S	Qwen3		32.8	123	open	19	0.2	2	0.2	0.168421052631579	0.355062754825923	0.0315789473684211	0.0665742665298606	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE0	speechless-codellama-34b-v2.0	post	5	4	QQ	Codellama	27	34	126	open	33	0.1	1	0.1	0.206060606060606	0.344561430413562	0.0242424242424242	0.0423761150775819	0.0121212121212121	0.0255537588700475	0.0575757575757576	0.131274275525533	0.7	0.483045891539648	0.23030303030303	0.386011921513647	0.76969696969697	0.386011921513647	1	0.1	0.2	1	0.1	0.245	7	7
HE1	speechless-codellama-34b-v2.0	pre	5	9	NQ	Codellama	27	34	126	open	222	0	0	0	0.0018018018018018	0.00569779758588897	0.0954954954954955	0.301983272052116	0.0027027027027027	0.00854669637883346	0	0	0.9	0.316227766016838	0.0972972972972973	0.307681069638005	0.902702702702703	0.307681069638004	0	0	0.0545454545454545	0	0	0.0995260663507109	9	9
HE1	speechless-codellama-34b-v2.0	post	5	6	NQ	Codellama	27	34	126	open	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE101	speechless-codellama-34b-v2.0	pre	9	7	NQ	Codellama	27	34	126	open	519	0	0	0	0.00770712909441233	0.0243720821592939	0.013102119460501	0.0414325396707996	0	0	0.0791907514450867	0.250423144186744	0.9	0.316227766016838	0.0208092485549133	0.0658046218300934	0.979190751445087	0.0658046218300934	0	0	0.0666666666666667	0	0	0.019723865877712	9	9
HE101	speechless-codellama-34b-v2.0	post	9	6	QQ	Codellama	27	34	126	open	463	0	0	0	0.129157667386609	0.292152592307152	0.00259179265658747	0.00546397867847668	0.000431965442764579	0.000910663113079447	0.0678185745140389	0.177915234155281	0.8	0.421637021355784	0.131749460043197	0.297251655785139	0.868250539956803	0.297251655785139	0	0	0.1	0	0	0.132214765100671	8	8
HE104	speechless-codellama-34b-v2.0	pre	6	2	S	Codellama	27	34	126	open	25	0.2	2	0.2	0.072	0.115931013969516	0.236	0.347409460627274	0.008	0.025298221281347	0	0	0.684	0.474580516526613	0.308	0.462284183881156	0.692	0.462284183881156	2	0.2	0.3	2	0.2	0.3125	7	6
HE104	speechless-codellama-34b-v2.0	post	6	5	QQ	Codellama	27	34	126	open	15	0.1	1	0.1	0.0866666666666667	0.198885785202351	0.0933333333333333	0.166888740937943	0	0	0	0	0.82	0.35562499321964	0.18	0.35562499321964	0.82	0.35562499321964	1	0.1	0.17	1	0.1	0.15	9	7
HE108	speechless-codellama-34b-v2.0	post	2	3	NQ	Codellama	27	34	126	open	12	0	0	0	0.05	0.105409255338946	0.0666666666666667	0.140545673785261	0.0166666666666667	0.0351364184463153	0.0666666666666667	0.140545673785261	0.8	0.421637021355784	0.116666666666667	0.245954929124207	0.883333333333333	0.245954929124207	0	0	0.12	10	1		8	8
HE111	speechless-codellama-34b-v2.0	pre	8	3	Q	Codellama	27	34	126	open	85	0.3	3	0.3	0.0470588235294118	0.0607526799405085	0.347058823529412	0.448372682356694	0.00588235294117647	0.0186016332951081	0	0	0.6	0.516397779494322	0.394117647058824	0.509086977021619	0.605882352941176	0.509086977021619	3	0.3	0.363636363636364	3	0.3	0.398648648648649	6	6
HE111	speechless-codellama-34b-v2.0	post	8	10	QQ	Codellama	27	34	126	open	17	0	0	0	0.129411764705882	0.274229548816425	0.0352941176470588	0.0744065331804325	0.0235294117647059	0.0496043554536216	0.0117647058823529	0.0372032665902162	0.8	0.421637021355784	0.164705882352941	0.34833596848945	0.835294117647059	0.34833596848945	0	0	0.1375	2	0.2	0.2	8	8
HE114	speechless-codellama-34b-v2.0	post	5	6	QQ	Codellama	27	34	126	open	28	0	0	0	0.246428571428571	0.329247923321223	0.0392857142857143	0.0544244259555355	0.0464285714285714	0.0631064680033265	0.0678571428571429	0.121929405991137	0.6	0.516397779494322	0.285714285714286	0.381324223286833	0.714285714285714	0.381324223286833	0	0	0.245454545454545	1	0.1	0.361538461538462	6	6
HE120	speechless-codellama-34b-v2.0	pre	7	2	S	Codellama	27	34	126	open	56	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE120	speechless-codellama-34b-v2.0	post	7	8	NQ	Codellama	27	34	126	open	48	0	0	0	0.0854166666666667	0.270111216806049	0.025	0.05361183073783	0.00416666666666667	0.0131761569173682	0.0854166666666667	0.270111216806049	0.8	0.421637021355784	0.110416666666667	0.301432088557847	0.889583333333333	0.301432088557847	0	0	0.123076923076923	1	0.1	0.1	8	8
HE127	speechless-codellama-34b-v2.0	pre	4	2	Q	Codellama	27	34	126	open	21	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE127	speechless-codellama-34b-v2.0	post	4	5	Q	Codellama	27	34	126	open	24	0	0	0	0.0458333333333333	0.144937726091051	0.0166666666666667	0.052704627669473	0.00416666666666667	0.0131761569173682	0.0333333333333333	0.105409255338946	0.9	0.316227766016838	0.0625	0.197642353760524	0.9375	0.197642353760524	0	0	0.04	0	0	0.0818181818181818	9	9
HE13	speechless-codellama-34b-v2.0	pre	5	3	Q	Codellama	27	34	126	open	47	0.2	2	0.2	0.140425531914894	0.296043014994487	0.0595744680851064	0.125594006361297	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE13	speechless-codellama-34b-v2.0	post	5	4	QQ	Codellama	27	34	126	open	42	0	0	0	0.173809523809524	0.360224797538849	0.00952380952380952	0.0200779533978945	0.0142857142857143	0.0301169300968417	0	0	0.802380952380952	0.410410323838015	0.183333333333333	0.380298711677151	0.816666666666667	0.380298711677151	0	0	0.133333333333333	2	0.2	0.203225806451613	10	7
HE132	speechless-codellama-34b-v2.0	pre	7	3	Q	Codellama	27	34	126	open	363	0.3	3	0.3	0.00633608815426997	0.00821842087613019	0.393388429752066	0.507862279006813	0	0	0.000275482093663912	0.000871150870569801	0.6	0.516397779494322	0.399724517906336	0.516042746400226	0.600275482093664	0.516042746400226	3	0.3	0.39	4	0.4	0.4	6	6
HE132	speechless-codellama-34b-v2.0	post	7	7	NQ	Codellama	27	34	126	open	15	0	0	0	0.02	0.0632455532033676	0.06	0.127463381330667	0.0133333333333333	0.0421637021355784	0.1	0.216024689946929	0.806666666666667	0.407885241667764	0.08	0.171557858361056	0.92	0.171557858361056	0	0	0.0666666666666667	0	0	0	9	8
HE136	speechless-codellama-34b-v2.0	post	11	13	NQ	Codellama	27	34	126	open	18	0	0	0	0.0611111111111111	0.12949728694109	0.0777777777777778	0.163969952749472	0	0	0.0611111111111111	0.12949728694109	0.8	0.421637021355784	0.138888888888889	0.293096144284156	0.861111111111111	0.293096144284156	0	0	0.121428571428571	10	1		8	8
HE138	speechless-codellama-34b-v2.0	post	13	14	NQ	Codellama	27	34	126	open	49	0	0	0	0.130612244897959	0.276026223736942	0.0183673469387755	0.0413233810843196	0.0183673469387755	0.0413233810843196	0.0326530612244898	0.0714771457772174	0.8	0.421637021355784	0.148979591836735	0.314113390339917	0.851020408163265	0.314113390339917	0	0	0.0888888888888889	2	0.2	0.2	8	8
HE140	speechless-codellama-34b-v2.0	post	6	13	NQ	Codellama	27	34	126	open	106	0	0	0	0.177358490566038	0.301618066979398	0.010377358490566	0.021990105329619	0.00660377358490566	0.0178166232380067	0.183018867924528	0.299426557935611	0.622641509433962	0.488707979372639	0.187735849056604	0.307676722851407	0.812264150943396	0.307676722851407	0	0	0.208333333333333	1	0.1	0.184782608695652	8	6
HE141	speechless-codellama-34b-v2.0	post	4	5	NQ	Codellama	27	34	126	open	609	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE151	speechless-codellama-34b-v2.0	post	4	5	QQ	Codellama	27	34	126	open	70	0.2	2	0.2	0.18	0.379473319220206	0.02	0.0421637021355784	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE158	speechless-codellama-34b-v2.0	post	5	7	NQ	Codellama	27	34	126	open	43	0	0	0	0.0720930232558139	0.22797815689586	0.00465116279069767	0.0147082681868297	0.0162790697674419	0.0514789386539039	0.00465116279069767	0.0147082681868297	0.902325581395349	0.308873631923423	0.0767441860465116	0.24268642508269	0.923255813953488	0.24268642508269	0	0	0.0785714285714286	0	0	0.088	10	9
HE16	speechless-codellama-34b-v2.0	post	6	5	Q	Codellama	27	34	126	open	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE160	speechless-codellama-34b-v2.0	pre	8	4	Q	Codellama	27	34	126	open	16	0.1	1	0.1	0.03125	0.0988211768802619	0.06875	0.217406589136576	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE160	speechless-codellama-34b-v2.0	post	8	8	NQ	Codellama	27	34	126	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1		10	10
HE161	speechless-codellama-34b-v2.0	post	5	6	QQ	Codellama	27	34	126	open	13	0	0	0	0.0230769230769231	0.072975638311578	0.0384615384615385	0.12162606385263	0	0	0.0384615384615385	0.12162606385263	0.9	0.316227766016838	0.0615384615384615	0.194601702164208	0.938461538461538	0.194601702164208	0	0	0.05	10	1		9	9
HE20	speechless-codellama-34b-v2.0	pre	5	2	S	Codellama	27	34	126	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE20	speechless-codellama-34b-v2.0	post	5	3	QQ	Codellama	27	34	126	open	28	0	0	0	0.0714285714285714	0.225876975726313	0.0178571428571429	0.0564692439315782	0	0	0.0107142857142857	0.0338815463589469	0.9	0.316227766016838	0.0892857142857143	0.282346219657891	0.910714285714286	0.282346219657891	0	0	0.0727272727272727	1	0.1	0.1	9	9
HE21	speechless-codellama-34b-v2.0	post	6	6	NQ	Codellama	27	34	126	open	59	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE24	speechless-codellama-34b-v2.0	pre	3	1	S	Codellama	27	34	126	open	31	0	0	0	0.161290322580645	0.340029855932084	0.0258064516129032	0.0544047769491334	0.0129032258064516	0.0272023884745667	0	0	0.8	0.421637021355784	0.187096774193548	0.394434632881217	0.812903225806452	0.394434632881217	0	0	0.175	0	0	0.191304347826087	8	8
HE24	speechless-codellama-34b-v2.0	post	3	2	Q	Codellama	27	34	126	open	35	0	0	0	0.331428571428571	0.427872445866724	0.0714285714285714	0.0649437223665993	0.0285714285714286	0.0329914439536929	0.165714285714286	0.349356389123364	0.402857142857143	0.514012272985816	0.402857142857143	0.484395970031041	0.597142857142857	0.484395970031041	3	0.3	0.425	4	0.4	0.4	5	4
HE30	speechless-codellama-34b-v2.0	post	6	5	Q	Codellama	27	34	126	open	14	0	0	0	0.0928571428571429	0.213091912716804	0.0285714285714286	0.0602338601936834	0.0142857142857143	0.0451753951452626	0.0357142857142857	0.0906639655459989	0.828571428571429	0.367623982202263	0.121428571428571	0.269479215560398	0.878571428571429	0.269479215560398	0	0	0.118181818181818	10	1		9	8
HE37	speechless-codellama-34b-v2.0	post	3	2	S	Codellama	27	34	126	open	43	0	0	0	0.230232558139535	0.37841051724301	0.0232558139534884	0.0395272830511069	0.00465116279069767	0.0147082681868297	0.027906976744186	0.088249609120978	0.713953488372093	0.460578640770362	0.253488372093023	0.417663311374328	0.746511627906977	0.417663311374328	0	0	0.216666666666667	2	0.2	0.268965517241379	10	7
HE42	speechless-codellama-34b-v2.0	post	8	10	NQ	Codellama	27	34	126	open	81	0	0	0	0.151851851851852	0.329631941546431	0.00246913580246914	0.00780809298807007	0.0148148148148148	0.0312323719522803	0.0901234567901235	0.197877781779238	0.740740740740741	0.431922362581133	0.154320987654321	0.328458485784132	0.845679012345679	0.328458485784132	0	0	0.161538461538462	1	0.1	0.1625	8	7
HE43	speechless-codellama-34b-v2.0	post	8	8	QQ	Codellama	27	34	126	open	28	0	0	0	0.139285714285714	0.278912083125451	0.0535714285714286	0.0910539198855854	0.0107142857142857	0.0338815463589469	0.025	0.0674486451153109	0.771428571428571	0.416224254922136	0.192857142857143	0.343468370511682	0.807142857142857	0.343468370511682	0	0	0.225	1	0.1	0.172222222222222	8	7
HE45	speechless-codellama-34b-v2.0	pre	1	2	S	Codellama	27	34	126	open	10	0.1	1	0.1	0.09	0.191195071996	0.1	0.210818510677892	0	0	0	0	0.81	0.401248052954778	0.19	0.401248052954778	0.81	0.401248052954778	2	0.2	0.2	1	0.1	0.1	9	8
HE45	speechless-codellama-34b-v2.0	post	1	1	S	Codellama	27	34	126	open	10	0.1	1	0.1	0.06	0.189736659610103	0.06	0.134989711542111	0.02	0.0632455532033676	0.06	0.189736659610103	0.8	0.421637021355784	0.12	0.315524255098646	0.88	0.315524255098646	1	0.1	0.114285714285714	1	0.1	0.1	8	8
HE50	speechless-codellama-34b-v2.0	post	2	3	NQ	Codellama	27	34	126	open	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE57	speechless-codellama-34b-v2.0	post	3	3	S	Codellama	27	34	126	open	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE60	speechless-codellama-34b-v2.0	pre	2	1	S	Codellama	27	34	126	open	7	0.4	4	0.4	0.171428571428571	0.221313334068995	0.242857142857143	0.286110835919996	0	0	0	0	0.585714285714286	0.5059733889196	0.414285714285714	0.5059733889196	0.585714285714286	0.5059733889196	4	0.4	0.4	5	0.5	0.5	6	5
HE60	speechless-codellama-34b-v2.0	post	2	1	Q	Codellama	27	34	126	open	10	0.2	2	0.2	0.22	0.285968141193696	0.16	0.206559111797729	0	0	0.02	0.0421637021355784	0.6	0.516397779494322	0.38	0.491709037722287	0.62	0.491709037722287	2	0.2	0.375	10	1		6	6
HE65	speechless-codellama-34b-v2.0	pre	3	2	S	Codellama	27	34	126	open	13	0.1	1	0.1	0.130769230769231	0.281000373185589	0.0461538461538462	0.097300851082104	0	0	0.0230769230769231	0.072975638311578	0.8	0.421637021355784	0.176923076923077	0.376931798259472	0.823076923076923	0.376931798259472	2	0.2	0.2	1	0.1	0.14	8	8
HE65	speechless-codellama-34b-v2.0	post	3	2	NQ	Codellama	27	34	126	open	24	0.1	1	0.1	0.0666666666666667	0.210818510677892	0.0333333333333333	0.105409255338946	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE71	speechless-codellama-34b-v2.0	post	5	5	QQ	Codellama	27	34	126	open	18	0	0	0	0.0611111111111111	0.193250301454734	0.0222222222222222	0.0702728368926306	0.00555555555555555	0.0175682092231577	0.00555555555555555	0.0175682092231577	0.905555555555556	0.29865955679368	0.0833333333333333	0.263523138347365	0.916666666666667	0.263523138347365	0	0	0.0818181818181818	1	0.1	0.1	10	9
HE73	speechless-codellama-34b-v2.0	post	5	4	NQ	Codellama	27	34	126	open	78	0	0	0	0.00256410256410256	0.008108404256842	0.00128205128205128	0.004054202128421	0	0	0	0	0.996153846153846	0.012162606385263	0.00384615384615385	0.012162606385263	0.996153846153846	0.012162606385263	0	0	0.0166666666666667	0	0	0	10	9
HE74	speechless-codellama-34b-v2.0	pre	5	4	Q	Codellama	27	34	126	open	9	0.1	1	0.1	0.0444444444444444	0.140545673785261	0.0555555555555556	0.175682092231577	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9
HE74	speechless-codellama-34b-v2.0	post	5	4	Q	Codellama	27	34	126	open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8
HE80	speechless-codellama-34b-v2.0	pre	6	2	Q	Codellama	27	34	126	open	10	0	0	0	0.06	0.134989711542111	0.12	0.204396129556745	0.08	0.168654808542314	0.14	0.211869981094276	0.6	0.516397779494322	0.18	0.332665998663324	0.82	0.332665998663324	0	0	0.1625	1	0.1	0.25	6	6
