task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error	Cond	Model	Open model	Difficulty	CC_prog	CC_sol
HEx71	Qwen2.5-Coder-32B-Instruct	post	5	5	QQ	Qwen2.5	3	32.8	123	open	18	0.3	3	0.3	0.244444444444444	0.340660215927909	0.0833333333333333	0.134179414316569	0	0	0	0	0.672222222222222	0.471731771452306	0.327777777777778	0.471731771452306	0.672222222222222	0.471731771452306	3	0.3	0.3	4	0.4	0.4	7	6	Post	Qwen2.5	Yes	QQ	Low	Low
HEx74	Qwen2.5-Coder-32B-Instruct	pre	5	4	Q	Qwen2.5	3	32.8	123	open	9	0.4	4	0.4	0.177777777777778	0.229510124219699	0.233333333333333	0.27937810615772	0	0	0	0	0.588888888888889	0.507961308918332	0.411111111111111	0.507961308918332	0.588888888888889	0.507961308918332	4	0.4	0.4	5	0.5	0.5	6	5	Pre	Qwen2.5	Yes	Q	Low	Low
HEx74	Qwen2.5-Coder-32B-Instruct	post	5	4	Q	Qwen2.5	3	32.8	123	open	16	0.4	4	0.4	0.25	0.322748612183951	0.15	0.193649167310371	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	10	1		6	6	Post	Qwen2.5	Yes	Q	Low	Low
HEx80	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8	Post	Qwen2.5	Yes	Q	High	Low
HEx84	Qwen2.5-Coder-32B-Instruct	pre	2	1	S	Qwen2.5	3	32.8	123	open	8	0.5	5	0.5	0.3125	0.329403922934206	0.1875	0.197642353760524	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5	Pre	Qwen2.5	Yes	S	Low	Low
HEx84	Qwen2.5-Coder-32B-Instruct	post	2	5	NQ	Qwen2.5	3	32.8	123	open	13	0.2	2	0.2	0.153846153846154	0.285526377581027	0.0615384615384615	0.129734468109472	0	0	0	0	0.784615384615385	0.414719315264733	0.215384615384615	0.414719315264733	0.784615384615385	0.414719315264733	2	0.2	0.2	4	0.4	0.4	8	6	Post	Qwen2.5	Yes	NQ	Low	Low
HEx90	Qwen2.5-Coder-32B-Instruct	pre	3	1	S	Qwen2.5	3	32.8	123	open	50	0.3	3	0.3	0.272	0.354175097938858	0.106	0.137937183770971	0	0	0.01	0.0316227766016838	0.612	0.502102247223279	0.378	0.492111098567522	0.622	0.492111098567522	3	0.3	0.3	3	0.3	0.388636363636364	7	6	Pre	Qwen2.5	Yes	S	Low	Low
HEx90	Qwen2.5-Coder-32B-Instruct	post	3	1	S	Qwen2.5	3	32.8	123	open	42	0.5	5	0.5	0.464285714285714	0.404878601291578	0.0952380952380952	0.100389766989472	0	0	0	0	0.44047619047619	0.497062421273706	0.55952380952381	0.497062421273706	0.44047619047619	0.497062421273706	5	0.5	0.5	6	0.6	0.6	5	4	Post	Qwen2.5	Yes	S	Low	Low
HEx99	Qwen2.5-Coder-32B-Instruct	pre	7	2	S	Qwen2.5	3	32.8	123	open	15	0.4	4	0.4	0.186666666666667	0.240985630430684	0.213333333333333	0.275412149063639	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Pre	Qwen2.5	Yes	S	High	Low
HEx99	Qwen2.5-Coder-32B-Instruct	post	7	3	S	Qwen2.5	3	32.8	123	open	19	0.3	3	0.3	0.457894736842105	0.400100018274132	0.0894736842105263	0.0786544272682803	0.00526315789473684	0.0166435666324652	0.0473684210526316	0.0802044171976313	0.4	0.516397779494322	0.547368421052632	0.476728359979756	0.452631578947368	0.476728359979756	3	0.3	0.546153846153846	4	0.4	0.55	4	4	Post	Qwen2.5	Yes	S	High	Low
HEx0	Qwen3-32B	post	5	4	QQ	Qwen3		32.8	123	open	33	0.4	4	0.4	0.351515151515152	0.453804109252586	0.0484848484848485	0.062593670241736	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Qwen3	Yes	QQ	Low	Low
HEx101	Qwen3-32B	post	9	6	QQ	Qwen3		32.8	123	open	463	0.1	1	0.1	0.292656587473002	0.471244239007223	0.00302375809935205	0.00637464179155613	0	0	0.000863930885529158	0.00273198933923834	0.703455723542117	0.477574270277331	0.295680345572354	0.476166063941593	0.704319654427646	0.476166063941593	2	0.2	0.2	2	0.2	0.29910514541387	8	7	Post	Qwen3	Yes	QQ	High	High
HEx104	Qwen3-32B	pre	6	2	S	Qwen3		32.8	123	open	25	0.1	1	0.1	0.024	0.0758946638440411	0.092	0.240037034179682	0	0	0	0	0.884	0.314649717057627	0.116	0.314649717057627	0.884	0.314649717057627	1	0.1	0.111111111111111	1	0.1	0.11875	9	8	Pre	Qwen3	Yes	S	High	Low
HEx104	Qwen3-32B	post	6	5	QQ	Qwen3		32.8	123	open	15	0.6	6	0.6	0.373333333333333	0.295145914949049	0.24	0.206559111797729	0	0	0	0	0.386666666666667	0.500666222813829	0.613333333333333	0.500666222813829	0.386666666666667	0.500666222813829	6	0.6	0.6	7	0.7	0.7	4	3	Post	Qwen3	Yes	QQ	High	Low
HEx108	Qwen3-32B	post	2	3	NQ	Qwen3		32.8	123	open	12	0.4	4	0.4	0.275	0.294103576279254	0.2	0.212277479717142	0.00833333333333333	0.0263523138347365	0.0166666666666667	0.052704627669473	0.5	0.52704627669473	0.475	0.506211418282915	0.525	0.506211418282915	4	0.4	0.48	10	1		5	5	Post	Qwen3	Yes	NQ	Low	Low
HEx111	Qwen3-32B	pre	8	3	Q	Qwen3		32.8	123	open	85	0.1	1	0.1	0.0117647058823529	0.0372032665902162	0.0882352941176471	0.279024499426622	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	Q	High	Low
HEx114	Qwen3-32B	post	5	6	QQ	Qwen3		32.8	123	open	28	0.5	5	0.5	0.392857142857143	0.414107788831574	0.107142857142857	0.112938487863156	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5	Post	Qwen3	Yes	QQ	Low	High
HEx120	Qwen3-32B	post	7	8	NQ	Qwen3		32.8	123	open	48	0.2	2	0.2	0.170833333333333	0.360148289074732	0.0291666666666667	0.0614887322810518	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Qwen3	Yes	NQ	High	High
HEx13	Qwen3-32B	pre	5	3	Q	Qwen3		32.8	123	open	47	0.1	1	0.1	0.0702127659574468	0.222032261245865	0.0297872340425532	0.094195504770973	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	Q	Low	Low
HEx13	Qwen3-32B	post	5	4	QQ	Qwen3		32.8	123	open	42	0.2	2	0.2	0.171428571428571	0.3614031611621	0.0285714285714286	0.0602338601936834	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Qwen3	Yes	QQ	Low	Low
HEx132	Qwen3-32B	pre	7	3	Q	Qwen3		32.8	123	open	363	0.1	1	0.1	0.00165289256198347	0.00522690522341881	0.0983471074380165	0.311000860793419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	Q	High	Low
HEx151	Qwen3-32B	post	4	5	QQ	Qwen3		32.8	123	open	70	0.5	5	0.5	0.45	0.474341649025257	0.05	0.052704627669473	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5	Post	Qwen3	Yes	QQ	Low	Low
HEx16	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	16	0.4	4	0.4	0.25	0.322748612183951	0.15	0.193649167310371	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6	Post	Qwen3	Yes	Q	High	Low
HEx161	Qwen3-32B	post	5	6	QQ	Qwen3		32.8	123	open	13	0.2	2	0.2	0.253846153846154	0.31204190618618	0.123076923076923	0.1669622625241	0	0	0	0	0.623076923076923	0.473422499032736	0.376923076923077	0.473422499032736	0.623076923076923	0.473422499032736	2	0.2	0.39	10	1		8	5	Post	Qwen3	Yes	QQ	Low	High
HEx20	Qwen3-32B	pre	5	2	S	Qwen3		32.8	123	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	S	Low	Low
HEx20	Qwen3-32B	post	5	3	QQ	Qwen3		32.8	123	open	28	0.2	2	0.2	0.235714285714286	0.380654645556406	0.0535714285714286	0.0862581949177943	0	0	0.0107142857142857	0.0338815463589469	0.7	0.483045891539648	0.289285714285714	0.466706145074543	0.710714285714286	0.466706145074543	2	0.2	0.272727272727273	3	0.3	0.3	7	7	Post	Qwen3	Yes	QQ	Low	Low
HEx24	Qwen3-32B	post	3	2	Q	Qwen3		32.8	123	open	35	0.7	7	0.7	0.58	0.400238024418565	0.12	0.0828078671210825	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3	Post	Qwen3	Yes	Q	Low	Low
HEx30	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	14	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	10	1		9	9	Post	Qwen3	Yes	Q	High	Low
HEx37	Qwen3-32B	post	3	2	S	Qwen3		32.8	123	open	43	0.4	4	0.4	0.430232558139535	0.453504935760581	0.0697674418604651	0.0666846919925785	0.00465116279069767	0.0147082681868297	0	0	0.495348837209302	0.522327629246724	0.5	0.51761240402954	0.5	0.51761240402954	4	0.4	0.508333333333333	5	0.5	0.5	5	4	Post	Qwen3	Yes	S	Low	Low
HEx43	Qwen3-32B	post	8	8	QQ	Qwen3		32.8	123	open	28	0.1	1	0.1	0.307142857142857	0.330000343571593	0.107142857142857	0.112938487863156	0	0	0.0857142857142857	0.110656667034498	0.5	0.52704627669473	0.414285714285714	0.441344061361277	0.585714285714286	0.441344061361277	1	0.1	0.45	1	0.1	0.388888888888889	5	5	Post	Qwen3	Yes	QQ	High	High
HEx45	Qwen3-32B	pre	1	2	S	Qwen3		32.8	123	open	10	0.1	1	0.1	0.05	0.158113883008419	0.05	0.158113883008419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	S	Low	Low
HEx45	Qwen3-32B	post	1	1	S	Qwen3		32.8	123	open	10	0.5	5	0.5	0.3	0.316227766016838	0.2	0.210818510677892	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5	Post	Qwen3	Yes	S	Low	Low
HEx60	Qwen3-32B	pre	2	1	S	Qwen3		32.8	123	open	7	0.3	3	0.3	0.128571428571429	0.207019667802706	0.171428571428571	0.276026223736942	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Pre	Qwen3	Yes	S	Low	Low
HEx65	Qwen3-32B	post	3	2	NQ	Qwen3		32.8	123	open	24	0.2	2	0.2	0.133333333333333	0.281091347570523	0.0666666666666667	0.140545673785261	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Qwen3	Yes	NQ	Low	Low
HEx71	Qwen3-32B	post	5	5	QQ	Qwen3		32.8	123	open	18	0.1	1	0.1	0.233333333333333	0.301800722777235	0.111111111111111	0.143443827637312	0	0	0	0	0.655555555555556	0.441191801557233	0.344444444444444	0.441191801557233	0.655555555555556	0.441191801557233	3	0.3	0.4	2	0.2	0.2	9	5	Post	Qwen3	Yes	QQ	Low	Low
HEx74	Qwen3-32B	pre	5	4	Q	Qwen3		32.8	123	open	9	0.1	1	0.1	0.0444444444444444	0.140545673785261	0.0555555555555556	0.175682092231577	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Qwen3	Yes	Q	Low	Low
HEx74	Qwen3-32B	post	5	4	Q	Qwen3		32.8	123	open	16	0.1	1	0.1	0.0625	0.197642353760524	0.075	0.158113883008419	0	0	0.0625	0.197642353760524	0.8	0.421637021355784	0.1375	0.325160216918778	0.8625	0.325160216918778	1	0.1	0.123076923076923	10	1		8	8	Post	Qwen3	Yes	Q	Low	Low
HEx80	Qwen3-32B	post	6	5	Q	Qwen3		32.8	123	open	16	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	10	1		7	7	Post	Qwen3	Yes	Q	High	Low
HEx84	Qwen3-32B	pre	2	1	S	Qwen3		32.8	123	open	8	0.1	1	0.1	0.1125	0.238993839995	0.075	0.158113883008419	0	0	0.0125	0.0395284707521047	0.8	0.421637021355784	0.1875	0.396381199800843	0.8125	0.396381199800843	1	0.1	0.185714285714286	2	0.2	0.2	8	8	Pre	Qwen3	Yes	S	Low	Low
HEx84	Qwen3-32B	post	2	5	NQ	Qwen3		32.8	123	open	13	0.6	6	0.6	0.415384615384615	0.357506155034531	0.184615384615385	0.158891624459791	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4	Post	Qwen3	Yes	NQ	Low	Low
HEx86	Qwen3-32B	post	4	2	NQ	Qwen3		32.8	123	open	15	0.1	1	0.1	0.08	0.179986282056147	0.0733333333333333	0.16162752485305	0.02	0.0632455532033676	0.0266666666666667	0.0843274042711568	0.8	0.421637021355784	0.153333333333333	0.34145657497344	0.846666666666667	0.34145657497344	1	0.1	0.145454545454545	10	1		8	8	Post	Qwen3	Yes	NQ	Low	Low
HEx90	Qwen3-32B	post	3	1	S	Qwen3		32.8	123	open	42	0.3	3	0.3	0.242857142857143	0.391037150294001	0.0571428571428571	0.0920087412456472	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Post	Qwen3	Yes	S	Low	Low
HEx99	Qwen3-32B	post	7	3	S	Qwen3		32.8	123	open	19	0.2	2	0.2	0.168421052631579	0.355062754825923	0.0315789473684211	0.0665742665298606	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Qwen3	Yes	S	High	Low
HEx0	speechless-codellama-34b-v2.0	post	5	4	QQ	Codellama	27	34	126	open	33	0.1	1	0.1	0.206060606060606	0.344561430413562	0.0242424242424242	0.0423761150775819	0.0121212121212121	0.0255537588700475	0.0575757575757576	0.131274275525533	0.7	0.483045891539648	0.23030303030303	0.386011921513647	0.76969696969697	0.386011921513647	1	0.1	0.2	1	0.1	0.245	7	7	Post	Codellama	Yes	QQ	Low	Low
HEx104	speechless-codellama-34b-v2.0	pre	6	2	S	Codellama	27	34	126	open	25	0.2	2	0.2	0.072	0.115931013969516	0.236	0.347409460627274	0.008	0.025298221281347	0	0	0.684	0.474580516526613	0.308	0.462284183881156	0.692	0.462284183881156	2	0.2	0.3	2	0.2	0.3125	7	6	Pre	Codellama	Yes	S	High	Low
HEx104	speechless-codellama-34b-v2.0	post	6	5	QQ	Codellama	27	34	126	open	15	0.1	1	0.1	0.0866666666666667	0.198885785202351	0.0933333333333333	0.166888740937943	0	0	0	0	0.82	0.35562499321964	0.18	0.35562499321964	0.82	0.35562499321964	1	0.1	0.17	1	0.1	0.15	9	7	Post	Codellama	Yes	QQ	High	Low
HEx111	speechless-codellama-34b-v2.0	pre	8	3	Q	Codellama	27	34	126	open	85	0.3	3	0.3	0.0470588235294118	0.0607526799405085	0.347058823529412	0.448372682356694	0.00588235294117647	0.0186016332951081	0	0	0.6	0.516397779494322	0.394117647058824	0.509086977021619	0.605882352941176	0.509086977021619	3	0.3	0.363636363636364	3	0.3	0.398648648648649	6	6	Pre	Codellama	Yes	Q	High	Low
HEx120	speechless-codellama-34b-v2.0	pre	7	2	S	Codellama	27	34	126	open	56	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Codellama	Yes	S	High	Low
HEx127	speechless-codellama-34b-v2.0	pre	4	2	Q	Codellama	27	34	126	open	21	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Codellama	Yes	Q	Low	Low
HEx13	speechless-codellama-34b-v2.0	pre	5	3	Q	Codellama	27	34	126	open	47	0.2	2	0.2	0.140425531914894	0.296043014994487	0.0595744680851064	0.125594006361297	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Pre	Codellama	Yes	Q	Low	Low
HEx132	speechless-codellama-34b-v2.0	pre	7	3	Q	Codellama	27	34	126	open	363	0.3	3	0.3	0.00633608815426997	0.00821842087613019	0.393388429752066	0.507862279006813	0	0	0.000275482093663912	0.000871150870569801	0.6	0.516397779494322	0.399724517906336	0.516042746400226	0.600275482093664	0.516042746400226	3	0.3	0.39	4	0.4	0.4	6	6	Pre	Codellama	Yes	Q	High	Low
HEx151	speechless-codellama-34b-v2.0	post	4	5	QQ	Codellama	27	34	126	open	70	0.2	2	0.2	0.18	0.379473319220206	0.02	0.0421637021355784	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Post	Codellama	Yes	QQ	Low	Low
HEx160	speechless-codellama-34b-v2.0	pre	8	4	Q	Codellama	27	34	126	open	16	0.1	1	0.1	0.03125	0.0988211768802619	0.06875	0.217406589136576	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Codellama	Yes	Q	High	Low
HEx20	speechless-codellama-34b-v2.0	pre	5	2	S	Codellama	27	34	126	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Codellama	Yes	S	Low	Low
HEx45	speechless-codellama-34b-v2.0	pre	1	2	S	Codellama	27	34	126	open	10	0.1	1	0.1	0.09	0.191195071996	0.1	0.210818510677892	0	0	0	0	0.81	0.401248052954778	0.19	0.401248052954778	0.81	0.401248052954778	2	0.2	0.2	1	0.1	0.1	9	8	Pre	Codellama	Yes	S	Low	Low
HEx45	speechless-codellama-34b-v2.0	post	1	1	S	Codellama	27	34	126	open	10	0.1	1	0.1	0.06	0.189736659610103	0.06	0.134989711542111	0.02	0.0632455532033676	0.06	0.189736659610103	0.8	0.421637021355784	0.12	0.315524255098646	0.88	0.315524255098646	1	0.1	0.114285714285714	1	0.1	0.1	8	8	Post	Codellama	Yes	S	Low	Low
HEx60	speechless-codellama-34b-v2.0	pre	2	1	S	Codellama	27	34	126	open	7	0.4	4	0.4	0.171428571428571	0.221313334068995	0.242857142857143	0.286110835919996	0	0	0	0	0.585714285714286	0.5059733889196	0.414285714285714	0.5059733889196	0.585714285714286	0.5059733889196	4	0.4	0.4	5	0.5	0.5	6	5	Pre	Codellama	Yes	S	Low	Low
HEx60	speechless-codellama-34b-v2.0	post	2	1	Q	Codellama	27	34	126	open	10	0.2	2	0.2	0.22	0.285968141193696	0.16	0.206559111797729	0	0	0.02	0.0421637021355784	0.6	0.516397779494322	0.38	0.491709037722287	0.62	0.491709037722287	2	0.2	0.375	10	1		6	6	Post	Codellama	Yes	Q	Low	Low
HEx65	speechless-codellama-34b-v2.0	pre	3	2	S	Codellama	27	34	126	open	13	0.1	1	0.1	0.130769230769231	0.281000373185589	0.0461538461538462	0.097300851082104	0	0	0.0230769230769231	0.072975638311578	0.8	0.421637021355784	0.176923076923077	0.376931798259472	0.823076923076923	0.376931798259472	2	0.2	0.2	1	0.1	0.14	8	8	Pre	Codellama	Yes	S	Low	Low
HEx65	speechless-codellama-34b-v2.0	post	3	2	NQ	Codellama	27	34	126	open	24	0.1	1	0.1	0.0666666666666667	0.210818510677892	0.0333333333333333	0.105409255338946	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Post	Codellama	Yes	NQ	Low	Low
HEx74	speechless-codellama-34b-v2.0	pre	5	4	Q	Codellama	27	34	126	open	9	0.1	1	0.1	0.0444444444444444	0.140545673785261	0.0555555555555556	0.175682092231577	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Codellama	Yes	Q	Low	Low
HEx74	speechless-codellama-34b-v2.0	post	5	4	Q	Codellama	27	34	126	open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8	Post	Codellama	Yes	Q	Low	Low
HEx80	speechless-codellama-34b-v2.0	post	6	5	Q	Codellama	27	34	126	open	16	0.1	1	0.1	0.0875	0.20454896181056	0.06875	0.145684447808726	0.00625	0.0197642353760524	0.0375	0.118585412256314	0.8	0.421637021355784	0.15625	0.345167531787102	0.84375	0.345167531787102	1	0.1	0.15	10	1		8	8	Post	Codellama	Yes	Q	High	Low
HEx84	speechless-codellama-34b-v2.0	pre	2	1	S	Codellama	27	34	126	open	8	0.1	1	0.1	0.075	0.197202659436654	0.0375	0.118585412256314	0	0	0	0	0.8875	0.314300369427435	0.1125	0.314300369427435	0.8875	0.314300369427435	1	0.1	0.1	2	0.2	0.2	9	8	Pre	Codellama	Yes	S	Low	Low
HEx84	speechless-codellama-34b-v2.0	post	2	5	NQ	Codellama	27	34	126	open	13	0.3	3	0.3	0.207692307692308	0.334416386450526	0.0923076923076923	0.148629505089122	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7	Post	Codellama	Yes	NQ	Low	Low
HEx99	speechless-codellama-34b-v2.0	pre	7	2	S	Codellama	27	34	126	open	15	0.3	3	0.3	0.153333333333333	0.220100986922922	0.213333333333333	0.275412149063639	0	0	0.0333333333333333	0.105409255338946	0.6	0.516397779494322	0.366666666666667	0.483045891539648	0.633333333333333	0.483045891539648	3	0.3	0.38	3	0.3	0.34	6	6	Pre	Codellama	Yes	S	High	Low
HEx1	starchat2-15b-v0.1	pre	5	9	NQ	Starchat2	31	16	60	open	222	0.1	1	0.1	0.0036036036036036	0.00759706344785196	0.131981981981982	0.316970132124864	0.0644144144144144	0.203696263695531	0	0	0.8	0.421637021355784	0.135585585585586	0.32365943691909	0.864414414414414	0.32365943691909	1	0.1	0.172727272727273	1	0.1	0.133649289099526	8	8	Pre	Starchat2	Yes	NQ	Low	High
HEx111	starchat2-15b-v0.1	pre	8	3	Q	Starchat2	31	16	60	open	85	0.1	1	0.1	0.0117647058823529	0.0372032665902162	0.0882352941176471	0.279024499426622	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Starchat2	Yes	Q	High	Low
HEx127	starchat2-15b-v0.1	pre	4	2	Q	Starchat2	31	16	60	open	21	0.1	1	0.1	0.0714285714285714	0.225876975726313	0.0285714285714286	0.0903507902905251	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Starchat2	Yes	Q	Low	Low
HEx20	starchat2-15b-v0.1	pre	5	2	S	Starchat2	31	16	60	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Starchat2	Yes	S	Low	Low
HEx50	starchat2-15b-v0.1	post	2	3	NQ	Starchat2	31	16	60	open	22	0.1	1	0.1	0.05	0.158113883008419	0.05	0.158113883008419	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Post	Starchat2	Yes	NQ	Low	Low
HEx84	starchat2-15b-v0.1	pre	2	1	S	Starchat2	31	16	60	open	8	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	Starchat2	Yes	S	Low	Low
HEx0	WizardCoder-33B-V1.1	post	5	4	QQ	WizardCoder	22	33.3	125	open	33	0.2	2	0.2	0.351515151515152	0.453804109252586	0.0303030303030303	0.0515052476120483	0.00606060606060606	0.0191653191525356	0	0	0.612121212121212	0.501970405838755	0.381818181818182	0.494062284603104	0.618181818181818	0.494062284603104	3	0.3	0.381818181818182	4	0.4	0.4	7	6	Post	WizardCoder	Yes	QQ	Low	Low
HEx111	WizardCoder-33B-V1.1	post	8	10	QQ	WizardCoder	22	33.3	125	open	17	0.2	2	0.2	0.241176470588235	0.33327565821683	0.0705882352941176	0.120233017386321	0.0470588235294118	0.0992087109072433	0	0	0.641176470588235	0.478246508804185	0.311764705882353	0.439364470597973	0.688235294117647	0.439364470597973	2	0.2	0.325	3	0.3	0.3	7	6	Post	WizardCoder	Yes	QQ	High	High
HEx114	WizardCoder-33B-V1.1	post	5	6	QQ	WizardCoder	22	33.3	125	open	28	0.1	1	0.1	0.235714285714286	0.379536057638295	0.0428571428571429	0.0767834071266529	0.0214285714285714	0.0482106112650395	0	0	0.7	0.483045891539648	0.278571428571429	0.449804694326936	0.721428571428571	0.449804694326936	1	0.1	0.281818181818182	3	0.3	0.3	7	7	Post	WizardCoder	Yes	QQ	Low	High
